 , 0, 7, 30, 90, 180, 365
10.50, 0 , 0 , 2 , 1 , 0 , 0 
10.00, 0 , 0 , 0 , 0 , 0 , 0 
9.50, 0 , 0 , 0 , 0 , 0 , 0 
9.00, 0 , 0 , 0 , 0 , 0 , 0 
8.50, 0 , 0 , 0 , 0 , 0 , 0 
8.00, 0 , 0 , 0 , 0 , 2 , 0 
7.50, 0 , 0 , 0 , 0 , 0 , 0 
7.00, 0 , 0 , 0 , 0 , 0 , 0 
6.50, 0 , 0 , 0 , 0 , 0 , 0 
6.00, 0 , 0 , 2 , 0 , 0 , 0 
5.50, 0 , 2 , 0 , 0 , 0 , 0 
5.00, 0 , 0 , 0 , 0 , 0 , 0 
4.50, 0 , 2 , 0 , 0 , 0 , 0 
4.00, 0 , 0 , 0 , 0 , 0 , 0 
3.50, 0 , 0 , 0 , 0 , 0 , 0 
3.00, 0 , 0 , 0 , 2 , 0 , 0 
2.50, 0 , 0 , 0 , 0 , 0 , 0 
2.00, 0 , 0 , 0 , 0 , 0 , 0 
1.50, 0 , 0 , 0 , 0 , 0 , 0 
1.00, 0 , 0 , 0 , 0 , 2 , 0 
0.50, 0 , 0 , 0 , 0 , 0 , 0 
0.25, 0 , 0 , 0 , 0 , 0 , 0 
0.00, 0 , 0 , 0 , 0 , 2 , 0 
 , 0, 7, 30, 90, 180, 365
10.50, 0 , 0 , 0 , 0 , 0 , 0 
10.00, 0 , 0 , 0 , 0 , 0 , 0 
9.50, 0 , 0 , 0 , 0 , 0 , 0 
9.00, 0 , 0 , 0 , 0 , 0 , 0 
8.50, 0 , 0 , 0 , 0 , 0 , 0 
8.00, 0 , 0 , 0 , 0 , 0 , 0 
7.50, 0 , 0 , 0 , 0 , 0 , 0 
7.00, 0 , 0 , 0 , 0 , 0 , 0 
6.50, 0 , 0 , 0 , 0 , 0 , 0 
6.00, 0 , 0 , 0 , 0 , 0 , 0 
5.50, 0 , 0 , 0 , 0 , 0 , 0 
5.00, 0 , 0 , 0 , 0 , 0 , 0 
4.50, 0 , 0 , 0 , 0 , 0 , 0 
4.00, 0 , 0 , 0 , 0 , 0 , 0 
3.50, 0 , 0 , 0 , 2 , 0 , 0 
3.00, 0 , 0 , 0 , 0 , 0 , 0 
2.50, 0 , 0 , 0 , 0 , 0 , 0 
2.00, 0 , 0 , 0 , 0 , 0 , 0 
1.50, 0 , 0 , 0 , 0 , 0 , 0 
1.00, 0 , 0 , 0 , 0 , 0 , 0 
0.50, 0 , 0 , 0 , 2 , 0 , 0 
0.25, 0 , 0 , 0 , 0 , 0 , 0 
0.00, 0 , 0 , 0 , 0 , 2 , 0 
 , 0, 7, 30, 90, 180, 365
10.50, 0 , 0 , 0 , 0 , 0 , 0 
10.00, 0 , 0 , 0 , 0 , 0 , 0 
9.50, 0 , 0 , 0 , 0 , 0 , 0 
9.00, 0 , 0 , 0 , 0 , 0 , 0 
8.50, 0 , 0 , 0 , 0 , 0 , 0 
8.00, 0 , 0 , 0 , 0 , 0 , 0 
7.50, 0 , 0 , 0 , 0 , 0 , 0 
7.00, 0 , 0 , 0 , 0 , 0 , 0 
6.50, 0 , 0 , 0 , 0 , 0 , 0 
6.00, 0 , 0 , 0 , 0 , 0 , 0 
5.50, 0 , 0 , 0 , 0 , 0 , 0 
5.00, 0 , 0 , 0 , 0 , 0 , 0 
4.50, 0 , 0 , 0 , 0 , 0 , 0 
4.00, 0 , 0 , 0 , 0 , 0 , 0 
3.50, 0 , 0 , 0 , 0 , 0 , 0 
3.00, 0 , 0 , 0 , 0 , 0 , 0 
2.50, 0 , 0 , 0 , 0 , 0 , 0 
2.00, 0 , 0 , 0 , 0 , 0 , 0 
1.50, 0 , 0 , 0 , 0 , 0 , 0 
1.00, 0 , 0 , 0 , 0 , 0 , 0 
0.50, 0 , 0 , 0 , 0 , 0 , 0 
0.25, 0 , 0 , 0 , 0 , 0 , 0 
0.00, 0 , 0 , 0 , 0 , 0 , 0 
 , 0, 7, 30, 90, 180, 365
10.50, 0 , 0 , 1 , 0 , 0 , 0 
10.00, 0 , 0 , 1 , 0 , 0 , 0 
9.50, 0 , 0 , 0 , 0 , 0 , 0 
9.00, 0 , 0 , 0 , 0 , 0 , 0 
8.50, 0 , 2 , 0 , 0 , 0 , 0 
8.00, 0 , 0 , 0 , 0 , 0 , 0 
7.50, 0 , 0 , 0 , 0 , 0 , 0 
7.00, 0 , 0 , 0 , 2 , 0 , 0 
6.50, 0 , 0 , 0 , 0 , 0 , 0 
6.00, 0 , 0 , 2 , 0 , 0 , 0 
5.50, 0 , 2 , 0 , 0 , 0 , 0 
5.00, 0 , 0 , 0 , 0 , 0 , 0 
4.50, 0 , 2 , 0 , 2 , 0 , 0 
4.00, 0 , 2 , 0 , 1 , 0 , 0 
3.50, 0 , 0 , 0 , 0 , 0 , 0 
3.00, 0 , 0 , 0 , 0 , 0 , 0 
2.50, 0 , 0 , 0 , 0 , 0 , 0 
2.00, 0 , 0 , 0 , 0 , 0 , 0 
1.50, 0 , 0 , 0 , 0 , 0 , 0 
1.00, 0 , 0 , 0 , 2 , 0 , 0 
0.50, 0 , 0 , 0 , 0 , 0 , 0 
0.25, 0 , 0 , 0 , 0 , 0 , 0 
0.00, 0 , 0 , 0 , 0 , 0 , 0 
